UDPV	// User ID
14-1-2021	// Evaluation date
UDLV_HV_09_orientation	14-1-2021	08:36:53:349	// Source file name and timestamp
100.000	// Sampling rate
33.242	// Data capture period

0.020000	// MOE
0.531000	// BslLeft
0.551000	// BslRight


Sample #	RHLBX	RHLBY	RHLBZ	RMALX	RMALY	RMALZ	RMELX	RMELY	RMELZ	LHLBX	LHLBY	LHLBZ	LMALX	LMALY	LMALZ	LMELX	LMELY	LMELZ	LMEMX	LMEMY	LMEMZ	LKNLX	LKNLY	LKNLZ	RKNLX	RKNLY	RKNLZ	LTRCX	LTRCY	LTRCZ	RTRCX	RTRCY	RTRCZ	LeftSuccessCount	RightSuccessCount	TargetHit_Left	TargetHit_Right	LeftCount	TrgtLeft	TrgtRight	LSL	RFx	RFy	RFz	LFx	LFy	LFz	RSL	Trgt	
35	0.134138	-0.959459	0.075145	0.189672	-0.916703	0.089521	0.226029	-0.810673	0.039769	-0.067906	-0.961859	0.071822	-0.114002	-0.912263	0.083461	-0.133715	-0.803669	0.037475	-0.034696	-0.781395	0.044501	-0.126720	-0.889671	0.441433	0.201404	-0.902068	0.441053	-0.145669	-0.874876	0.798936	0.219271	-0.874175	0.812374	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.032267	0.007053	0.264706	0.029935	-0.001629	0.278924	NaN	0.342145	
36	0.134152	-0.959470	0.075019	0.189641	-0.916786	0.089362	0.225959	-0.810910	0.039587	-0.067914	-0.961950	0.071720	-0.114064	-0.912475	0.083357	-0.133718	-0.803793	0.037455	-0.034698	-0.781464	0.044457	-0.126668	-0.889757	0.441298	0.201529	-0.902256	0.440893	-0.145567	-0.874915	0.798772	0.219236	-0.874548	0.812258	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.034708	0.006137	0.265621	0.032987	-0.001934	0.279534	NaN	0.342145	
37	0.134125	-0.959530	0.074881	0.189635	-0.916843	0.089287	0.226162	-0.810856	0.039644	-0.067889	-0.961972	0.071629	-0.114122	-0.912702	0.083343	-0.133763	-0.803810	0.037455	-0.034713	-0.781503	0.044472	-0.126722	-0.889944	0.441331	0.201501	-0.902383	0.440791	-0.145487	-0.875007	0.798689	0.219159	-0.874781	0.812131	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.031046	0.016208	0.266231	0.029630	-0.004681	0.279534	NaN	0.342145	
38	0.134133	-0.959497	0.074923	0.189634	-0.916881	0.089303	0.226213	-0.810793	0.039673	-0.067925	-0.961971	0.071714	-0.114049	-0.912528	0.083401	-0.133688	-0.803784	0.037467	-0.034550	-0.781473	0.044502	-0.126694	-0.889989	0.441437	0.201596	-0.902529	0.440864	-0.145481	-0.875026	0.798783	0.219189	-0.874962	0.812132	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.033792	0.012851	0.266842	0.028714	-0.002239	0.279839	NaN	0.342145	
39	0.134193	-0.959457	0.075033	0.189692	-0.916771	0.089434	0.226240	-0.810631	0.039774	-0.067949	-0.961949	0.071829	-0.114115	-0.912561	0.083509	-0.133642	-0.803620	0.037553	-0.034519	-0.781334	0.044555	-0.126728	-0.890058	0.441618	0.201692	-0.902628	0.440943	-0.145432	-0.875160	0.798990	0.219224	-0.875081	0.812239	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.035623	0.003391	0.267147	0.029935	-0.004376	0.279839	NaN	0.342145	
40	0.134151	-0.959405	0.075258	0.189765	-0.916672	0.089602	0.226253	-0.810450	0.039926	-0.067958	-0.961908	0.072018	-0.114038	-0.912237	0.083588	-0.133639	-0.803495	0.037631	-0.034532	-0.781192	0.044590	-0.126767	-0.890137	0.441769	0.201653	-0.902642	0.441062	-0.145337	-0.875287	0.799163	0.219299	-0.875138	0.812411	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.028604	0.007053	0.267452	0.032987	-0.002850	0.279839	NaN	0.342145	
41	0.134116	-0.959402	0.075321	0.189740	-0.916642	0.089657	0.226246	-0.810367	0.040012	-0.067942	-0.961849	0.072025	-0.113992	-0.912115	0.083589	-0.133641	-0.803459	0.037631	-0.034513	-0.781104	0.044672	-0.126746	-0.890155	0.441715	0.201680	-0.902741	0.441139	-0.145230	-0.875303	0.799129	0.219400	-0.875231	0.812506	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.031961	0.009494	0.267452	0.029325	-0.001629	0.279839	NaN	0.342145	
42	0.134117	-0.959432	0.075213	0.189642	-0.916636	0.089569	0.226227	-0.810444	0.039971	-0.067944	-0.961836	0.071904	-0.114018	-0.912175	0.083519	-0.133677	-0.803560	0.037528	-0.034527	-0.781199	0.044584	-0.126698	-0.890183	0.441578	0.201687	-0.902907	0.441003	-0.145255	-0.875395	0.798991	0.219335	-0.875331	0.812499	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.036844	0.007663	0.267757	0.029019	-0.003460	0.279229	NaN	0.342145	
43	0.134098	-0.959506	0.075026	0.189699	-0.916757	0.089424	0.226297	-0.810622	0.039900	-0.067903	-0.961892	0.071699	-0.114077	-0.912443	0.083403	-0.133735	-0.803783	0.037432	-0.034583	-0.781420	0.044530	-0.126593	-0.890347	0.441382	0.201635	-0.903044	0.440943	-0.145067	-0.875636	0.798834	0.219357	-0.875549	0.812306	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.030130	0.011020	0.269283	0.032071	-0.005596	0.277703	NaN	0.342145	
44	0.134138	-0.959520	0.074918	0.189667	-0.916918	0.089261	0.226235	-0.810758	0.039777	-0.067915	-0.961951	0.071608	-0.114092	-0.912633	0.083338	-0.133732	-0.803863	0.037443	-0.034562	-0.781509	0.044449	-0.126508	-0.890486	0.441286	0.201728	-0.903158	0.440870	-0.144901	-0.875790	0.798773	0.219335	-0.875674	0.812111	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.029825	0.006747	0.269283	0.030545	-0.005291	0.278313	NaN	0.342145	
45	0.134174	-0.959537	0.074885	0.189691	-0.916942	0.089204	0.226263	-0.810824	0.039700	-0.067878	-0.961979	0.071594	-0.114007	-0.912593	0.083326	-0.133733	-0.803850	0.037495	-0.034534	-0.781556	0.044442	-0.126447	-0.890597	0.441362	0.201684	-0.903272	0.440786	-0.144698	-0.875625	0.798761	0.219424	-0.875821	0.812035	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.034708	0.002170	0.268978	0.029325	-0.001934	0.278618	NaN	0.342145	
